iter	Logloss
169	0.356968697
170	0.3563627726
171	0.3557877826
172	0.3552438972
173	0.3546515202
174	0.3540665127
175	0.3534160373
176	0.3529008075
177	0.3522751876
178	0.3515475204
179	0.3510494891
180	0.3505648609
181	0.3501000235
182	0.3493499024
183	0.3487424623
184	0.348305117
185	0.3477356426
186	0.3470590669
187	0.3465924072
188	0.346041745
189	0.3455612572
190	0.3450339386
191	0.3445565738
192	0.3437994133
193	0.3433427767
194	0.342628128
195	0.3420136916
196	0.3414583923
197	0.340995412
198	0.3404275462
199	0.3398947954
200	0.339330769
201	0.3388366376
202	0.3384070429
203	0.3379422116
204	0.3374239972
205	0.3369894651
206	0.3365171103
207	0.3360021807
208	0.3355454991
209	0.3350494343
210	0.3344866806
211	0.334041788
212	0.333630355
213	0.3332029282
214	0.3327834556
215	0.332317777
216	0.3317981253
217	0.3313080197
218	0.3307841052
219	0.3303308557
220	0.329852934
221	0.3294233622
222	0.3289191742
223	0.3285375228
224	0.3281877524
225	0.3278072091
226	0.3274116562
227	0.3269163674
228	0.3264128416
229	0.3260496837
230	0.3254576119
231	0.324970315
232	0.3245074639
233	0.3239629853
234	0.3235428477
235	0.3230577683
236	0.3226096685
237	0.3221282302
238	0.3215864762
239	0.3212063818
240	0.3207180185
241	0.3202268039
242	0.3196203784
243	0.3191480813
244	0.3187001656
245	0.3183257167
246	0.3179532777
247	0.3174977975
248	0.3171193773
249	0.3166974893
250	0.3163398095
251	0.3158805254
252	0.3154214363
253	0.3150377933
254	0.3145977064
255	0.3141531616
256	0.3137999513
257	0.3133832408
258	0.3129603244
259	0.3126195664
260	0.3121439159
261	0.3117068316
262	0.311259565
263	0.3108996219
264	0.3103774451
265	0.310060099
266	0.3096491505
267	0.3092708307
268	0.3088724586
269	0.3085117577
270	0.3081516609
271	0.3078065181
272	0.3074157552
273	0.3069768615
274	0.306542227
275	0.3061185133
276	0.305725551
277	0.3053649238
278	0.3050462399
279	0.3046730932
280	0.3043118082
281	0.3039274811
282	0.3036647359
283	0.3031362525
284	0.302815792
285	0.302433058
286	0.3020701766
287	0.3017276125
288	0.3013431979
289	0.3007810801
290	0.3004329848
291	0.3001266227
292	0.299760819
293	0.2993504826
294	0.2988646616
295	0.2985338025
296	0.2981771224
297	0.2978524265
298	0.2973473698
299	0.2968607795
300	0.2965510868
301	0.2962604555
302	0.2959648104
303	0.2956162238
304	0.2953999025
305	0.2950849252
306	0.2946391822
307	0.294343314
308	0.2939874016
309	0.2936436103
310	0.2933378074
311	0.2930378869
312	0.2926485331
313	0.2922906241
314	0.2918555847
315	0.2915898363
316	0.291315493
317	0.2909926703
318	0.2906000756
319	0.290225592
320	0.2898529012
321	0.2894990559
322	0.2891422228
323	0.28869067
324	0.2883655197
325	0.2880884041
326	0.2877429195
327	0.2874490613
328	0.287139533
329	0.286823644
330	0.2865008123
331	0.2861811647
332	0.2858574996
333	0.2854810013
334	0.2851330679
335	0.2848730225
336	0.284613366
337	0.2841531106
338	0.2837444333
339	0.2834140042
340	0.2832206334
341	0.2828754251
342	0.2825252704
343	0.2823253319
344	0.2820514427
345	0.2816910948
346	0.2814266646
347	0.2811306641
348	0.2808022831
349	0.2804567744
350	0.2802209455
351	0.2799825753
352	0.2796906473
353	0.2794160392
354	0.2791186252
355	0.2788610307
356	0.2784998322
357	0.2782551943
358	0.2779880649
359	0.2777456113
360	0.2774714454
361	0.2772095721
362	0.276932391
363	0.2766335501
364	0.2763066346
365	0.2760375151
366	0.2756878191
367	0.2753859155
368	0.2750293147
369	0.2747895395
370	0.2744467741
371	0.2741853652
372	0.2739204053
373	0.273546657
374	0.2734205483
375	0.2731149817
376	0.2727972718
377	0.2725155674
378	0.2722536002
379	0.2719821073
380	0.2717132416
381	0.2714716584
382	0.2711128133
383	0.2707804798
384	0.2704810767
385	0.2701719467
386	0.2699227737
387	0.2695362746
388	0.2692323398
389	0.2689284935
390	0.2686442127
391	0.2684622269
392	0.2679941828
393	0.267770337
394	0.2676436281
395	0.2672374082
396	0.2669369374
397	0.266658574
398	0.2663717802
399	0.2661338016
400	0.2659331301
401	0.2656495461
402	0.2653422073
403	0.2650761527
404	0.2648416383
405	0.2645559526
406	0.2643130491
407	0.2640652044
408	0.2637852106
409	0.2635202368
410	0.2632404094
411	0.2630150107
412	0.2627182563
413	0.2623591923
414	0.2621011724
415	0.2618613751
416	0.2617110894
417	0.2613570941
418	0.2611103592
419	0.2608459395
420	0.2606211071
421	0.260522657
422	0.2602298521
423	0.2600653422
424	0.2598135896
425	0.2595997567
426	0.2593232474
427	0.2590834036
428	0.2588127854
429	0.2586423204
430	0.2583404362
431	0.2580677778
432	0.2578455326
433	0.2576874702
434	0.2574315495
435	0.2570638038
436	0.2568912005
437	0.2568110469
438	0.256591827
439	0.256356971
440	0.2561312773
441	0.2558514058
442	0.2556175159
443	0.2553997715
444	0.2551268472
445	0.2548467286
446	0.2545094456
447	0.2542648083
448	0.2539320587
449	0.2537212874
450	0.2534730625
451	0.2532611472
452	0.2529748513
453	0.2527420777
454	0.2525115971
455	0.2522325039
456	0.2519912982
457	0.2517276294
458	0.2515612183
459	0.2513589176
460	0.2511693891
461	0.2509230653
462	0.2507328516
463	0.2505016472
464	0.2502959775
465	0.2500209118
466	0.2497811338
467	0.2495999907
468	0.2493722533
469	0.2491987478
470	0.2489057705
471	0.2487191097
472	0.2484853534
473	0.2483131693
474	0.248094685
475	0.2478496455
476	0.2475622228
477	0.2472887993
478	0.2469972062
479	0.2467470804
480	0.2465488786
481	0.2463059654
482	0.2460237664
483	0.2457871754
484	0.2455719639
485	0.245315976
486	0.2451024139
487	0.2448929559
488	0.2447856757
489	0.2445579594
490	0.2443649926
491	0.2441424347
492	0.2438451912
493	0.2435760905
494	0.2433242277
495	0.2432600097
496	0.2429857868
497	0.2427615446
498	0.2425159892
499	0.2423273052
500	0.2420427238
501	0.2418245181
502	0.2416076526
503	0.2413895178
504	0.2412715002
505	0.2410589466
506	0.2408213608
507	0.2406377602
508	0.2405565336
509	0.2403188697
510	0.2401157277
511	0.2398368043
512	0.2395922393
513	0.2393655801
514	0.2393238937
515	0.2390797852
516	0.2388761037
517	0.2386490909
518	0.2383149211
519	0.2380781769
520	0.2378421807
521	0.2375642514
522	0.2373717016
523	0.2372833279
524	0.2370457684
525	0.2368136058
526	0.2365720291
527	0.236343035
528	0.2362306892
529	0.235989715
530	0.2359191529
531	0.2356953882
532	0.2355247919
533	0.2352494413
534	0.2352110318
535	0.2349622954
536	0.2347863359
537	0.2345061204
538	0.2343340592
539	0.2341245278
540	0.2338717578
541	0.233625318
542	0.2333734621
543	0.2333013256
544	0.2329734973
545	0.2327240877
546	0.2325192753
547	0.2323046787
548	0.23205414
549	0.2318214867
550	0.2315744914
551	0.2313868528
552	0.2312197081
553	0.2310339319
554	0.2308535175
555	0.2306832558
556	0.2304491346
557	0.2302590863
558	0.2300419445
559	0.2298537304
560	0.2297189011
561	0.2295089202
562	0.2293498017
563	0.2291093339
564	0.228889397
565	0.2285998763
566	0.2284271436
567	0.2282926047
568	0.2280991682
569	0.2279432884
570	0.2279065819
571	0.2278211826
572	0.2276199669
573	0.2274576688
574	0.2273762816
575	0.2271485658
576	0.2269084333
577	0.2267522383
578	0.2264747799
579	0.2262125119
580	0.2260008617
581	0.2258077895
582	0.2256243518
583	0.2254424383
584	0.2253787922
585	0.2250875277
586	0.2249500236
587	0.2246926617
588	0.2245023993
589	0.2242435757
590	0.2240541346
591	0.2238860992
592	0.2236893083
593	0.2234865034
594	0.2232618922
595	0.2231330946
596	0.2230983388
597	0.222909096
598	0.2226970524
599	0.2226267115
600	0.2224545555
601	0.2222579634
602	0.2220488482
603	0.22187019
604	0.2216673332
605	0.2215878528
606	0.2213996462
607	0.221134805
608	0.2208928928
609	0.2207401059
610	0.2205634872
611	0.2203734577
612	0.2203212338
613	0.2200645267
614	0.2199698695
615	0.2197920549
616	0.2196163749
617	0.2195831685
618	0.2193771699
619	0.219210041
620	0.2190494501
621	0.2189293432
622	0.2186815649
623	0.2185120457
624	0.2183274026
625	0.2181621809
626	0.2179789453
627	0.2177829774
628	0.2176043485
629	0.2174781165
630	0.2172518805
631	0.2170622661
632	0.2168848374
633	0.2166367104
634	0.2164692209
635	0.2162067943
636	0.2160504023
637	0.2158525186
638	0.215819008
639	0.2156233244
640	0.2155651288
641	0.2153605799
642	0.2151558338
643	0.2149386395
644	0.2147302213
645	0.2146604722
646	0.2144941169
647	0.214258161
648	0.214062621
649	0.2138457134
650	0.2136828403
651	0.2134631225
652	0.2133168361
653	0.213173001
654	0.2129737521
655	0.2127740005
656	0.2127261699
657	0.2125477932
658	0.2124128688
659	0.2121424765
660	0.2119804458
661	0.2118318845
662	0.2116632052
663	0.2114938806
664	0.2113146465
665	0.2111239828
666	0.2109220936
667	0.2107383597
668	0.2105483795
669	0.2104015662
670	0.2102476804
671	0.2100189736
672	0.2097982539
673	0.2096069161
674	0.2094665765
675	0.2091849155
676	0.2090117783
677	0.2088313061
678	0.2086785666
679	0.2086469739
680	0.2084903965
681	0.2083271379
682	0.2081281985
683	0.2079356182
684	0.2078076359
685	0.2077497353
686	0.2075623141
687	0.207392297
688	0.2071844576
689	0.2069945911
690	0.2068415102
691	0.2066487162
692	0.2065928868
693	0.2064215359
694	0.2062570867
695	0.2062258986
696	0.2061066645
697	0.2059331165
698	0.2057730768
699	0.2056187752
700	0.2054655953
701	0.2052893118
702	0.2050799424
703	0.2049184998
704	0.2047857911
705	0.2046212434
706	0.2045049879
707	0.2044764157
708	0.2043030262
709	0.204246124
710	0.2041051849
711	0.2040255981
712	0.2038881621
713	0.2038606552
714	0.2036867568
715	0.2035361889
716	0.2033372152
717	0.2032078455
718	0.2030332655
719	0.2029219771
720	0.2027881001
721	0.2027437556
722	0.2026299864
723	0.2024693745
724	0.2023098344
725	0.2021435365
726	0.2019447375
727	0.2017925855
728	0.2016611
729	0.201513373
730	0.2014424059
731	0.2013134483
732	0.2011801728
733	0.2010410664
734	0.2009975902
735	0.2008366146
736	0.2007735611
737	0.2006211457
738	0.2004350615
739	0.2002440499
740	0.2000933175
741	0.1999224395
742	0.1997775907
743	0.19964031
744	0.1996127917
745	0.1994252298
746	0.1992883675
747	0.1991595072
748	0.1990093022
749	0.1989832792
750	0.1988257054
751	0.1986612653
752	0.1985378427
753	0.1984009473
754	0.1981774684
755	0.1980427163
756	0.1979988836
757	0.1978645415
758	0.1977095516
759	0.1976824698
760	0.1975175581
761	0.1973209626
762	0.1971600788
763	0.1970736172
764	0.1969036268
765	0.1967395595
766	0.1965928334
767	0.1964095787
768	0.196243787
769	0.1960662196
770	0.1959428263
771	0.1957795841
772	0.1956110384
773	0.1954340843
774	0.1952730914
775	0.1951065295
776	0.1949328895
777	0.1947493168
778	0.1945714864
779	0.1944973057
780	0.1943856787
781	0.1942348601
782	0.1940771567
783	0.1939430903
784	0.1938496499
785	0.1938242178
786	0.1936464291
787	0.1934456916
788	0.1932900569
789	0.1930945521
790	0.1929542835
791	0.1929024576
792	0.1927414481
793	0.1926162436
794	0.1924319538
795	0.1922955789
796	0.1921725546
797	0.1920599906
798	0.1920342942
799	0.1918898276
